[2026-05-12 18:59:47,999][__main__][INFO] - Retrieval ativado: store='wiki_faiss_store', top_n=[0, 1, 3, 5], emb_model='google/embeddinggemma-300m'
[2026-05-12 18:59:47,999][__main__][INFO] - Carregadas 56 perguntas de dados/pairs.json
[2026-05-12 18:59:48,049][__main__][INFO] - Cache carregado com 249652 entradas
[2026-05-12 19:00:26,519][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:27,225][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Discordo
[2026-05-12 19:00:28,236][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:28,957][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:29,658][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:30,444][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:31,119][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:32,308][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:33,098][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:33,896][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo fortemente
[2026-05-12 19:00:34,573][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:35,239][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:36,425][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:37,107][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:37,790][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:38,614][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo fortemente
[2026-05-12 19:00:39,511][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Discordo
[2026-05-12 19:00:40,225][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo fortemente
[2026-05-12 19:00:41,100][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo fortemente
[2026-05-12 19:00:41,959][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo fortemente
[2026-05-12 19:00:42,651][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:43,766][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Discordo
[2026-05-12 19:00:44,545][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:45,249][__main__][INFO] - ✓ [sabia-3.1] Temp=0.0 Rep=1 → Concordo
[2026-05-12 19:00:45,250][openai._base_client][INFO] - Retrying request to /embeddings in 0.401138 seconds
